year,regional_schlüssel,Austotal,Deutotal,Deu15_20,Aus15_20,Deu21_25,Aus21_25,Deu26_30,Aus26_30,Deu31_35,Aus31_35,Deu36_40,Aus36_40,Deu41_45,Aus41_45,Deu46_50,Aus46_50
2010,5370020,79,279,2,17,19,59,24,87,18,77,0,8,1,0,15,31
2010,5370024,19,41,0,1,3,4,6,13,6,18,0,0,0,0,4,5
2010,5370028,44,188,1,14,9,44,13,61,13,47,3,3,0,0,5,19
2010,5370032,11,49,0,2,1,11,2,14,6,18,1,1,0,0,1,3
2010,5370036,17,105,0,9,3,16,4,32,9,35,0,7,0,0,1,6
2010,5370040,14,163,0,10,0,39,5,37,4,48,3,2,0,1,2,26
2010,5374004,34,116,2,3,5,25,14,48,8,27,0,7,0,0,5,6
2010,5374008,30,129,0,8,6,21,11,38,9,40,0,8,0,1,4,13
2010,5374012,74,364,4,17,10,90,29,119,22,92,1,13,0,0,8,33
2010,5374016,16,95,1,8,1,15,5,42,5,21,1,3,0,0,3,6
2010,5374020,16,154,0,3,6,26,6,58,4,40,0,8,0,0,0,19
2010,5374024,18,118,0,8,4,25,5,46,8,25,1,6,0,0,0,8
2010,5374028,8,83,1,5,2,16,2,31,1,22,0,1,0,0,2,8
2010,5374032,10,144,0,5,2,29,1,51,5,40,0,4,0,0,2,15
2010,5374036,40,135,1,8,2,22,18,55,15,36,2,2,0,0,2,12
2010,5374040,11,170,0,10,2,34,5,50,4,48,0,9,0,0,0,19
2010,5374044,27,169,0,5,7,54,8,57,11,36,0,9,0,0,1,8
2010,5374048,17,174,0,4,4,31,5,71,6,36,0,7,0,0,2,25
2010,5374052,33,164,0,7,5,23,16,60,9,48,0,9,0,0,3,17
2010,5378004,157,696,9,20,29,77,48,191,47,223,8,42,0,4,16,139
2010,5378008,25,107,1,2,5,12,8,29,7,36,0,4,0,1,4,23
2010,5378012,24,132,1,4,4,15,7,45,4,44,3,5,0,0,5,19
2010,5378016,28,163,0,4,6,17,12,43,10,53,0,16,0,0,0,30
2010,5378020,11,99,0,2,0,9,5,27,3,38,2,7,0,0,1,16
2010,5378024,27,214,2,8,5,33,11,53,5,66,0,14,0,0,4,40
2010,5378028,31,189,0,0,7,21,9,63,8,60,1,15,0,0,6,30
2010,5378032,27,219,2,8,7,27,9,71,5,73,2,10,0,1,2,29
2010,5382004,20,152,1,6,2,25,6,46,6,45,1,5,0,0,4,25
2010,5382008,28,144,2,6,6,16,7,34,8,46,2,7,0,2,3,33
2010,5382012,66,323,4,12,13,29,17,127,22,103,1,20,1,2,8,30
2010,5382016,27,120,0,9,7,24,8,46,10,20,0,8,0,0,2,13
2010,5382020,41,364,2,11,7,54,12,103,15,125,1,17,0,2,4,52
2010,5382024,41,275,1,11,5,33,19,68,11,100,1,21,0,1,4,41
2010,5382028,20,213,1,7,3,26,11,67,2,67,2,6,0,0,1,40
2010,5382032,37,136,0,6,6,17,12,36,15,41,3,12,0,0,1,24
2010,5382036,7,87,0,3,1,8,4,30,1,29,1,3,0,0,0,14
2010,5382040,17,125,0,3,2,17,4,31,4,50,3,9,0,0,4,15
2010,5382044,45,249,2,7,7,21,14,89,15,74,2,18,0,0,5,40
2010,5382048,21,167,2,5,2,19,4,49,4,46,2,12,0,0,7,36
2010,5382052,6,82,0,6,0,16,2,21,3,23,0,8,0,0,1,8
2010,5382056,70,375,5,17,6,63,23,102,22,112,2,15,0,1,12,65
2010,5382060,72,302,4,18,17,57,21,82,22,88,2,14,0,0,6,43
2010,5382064,7,111,0,8,0,12,1,32,5,37,0,8,0,2,1,12
2010,5382068,164,586,6,26,21,91,70,206,48,176,0,23,0,2,19,62
2010,5382072,18,132,0,1,3,11,1,30,9,52,1,13,0,3,4,22
2010,5382076,16,116,0,6,3,19,4,37,6,38,2,5,0,0,1,11
2010,5512000,172,660,13,43,40,123,52,200,44,194,1,23,0,0,22,77
2010,5513000,636,1621,50,244,164,334,208,449,151,386,19,58,0,1,44,149
2010,5515000,478,2272,27,73,91,230,151,579,137,851,16,126,0,5,56,408
2010,5554004,44,335,1,12,15,48,16,104,11,124,0,6,0,0,1,41
2010,5554008,86,496,6,20,18,72,30,164,21,161,2,12,0,2,9,65
2010,5554012,44,313,7,12,11,25,13,96,10,120,0,14,0,0,3,46
2010,5554016,7,132,1,5,4,11,2,46,0,48,0,4,0,0,0,18
2010,5554020,113,348,6,18,31,80,39,103,24,101,4,12,0,2,9,32
2010,5554024,9,73,1,0,1,7,5,26,1,25,0,4,0,0,1,11
2010,5554028,3,66,3,0,0,4,0,23,0,26,0,1,0,0,0,12
2010,5554032,16,79,0,0,6,14,5,28,2,21,1,2,0,0,2,14
2010,5554036,3,64,0,1,1,7,1,18,1,27,0,1,0,0,0,10
2010,5554040,7,100,0,1,3,4,3,37,1,47,0,1,0,0,0,10
2010,5554044,4,95,0,7,0,6,2,35,2,37,0,1,0,0,0,9
2010,5554048,16,159,3,4,3,14,6,62,3,49,0,4,0,2,1,24
2010,5554052,22,63,2,1,6,8,9,23,2,21,2,5,0,0,1,5
2010,5554056,23,176,0,6,4,21,10,54,5,60,0,6,0,0,4,29
2010,5554060,5,71,0,2,0,8,2,27,3,25,0,1,0,0,0,8
2010,5554064,9,113,1,0,2,11,3,39,2,44,0,7,0,0,1,12
2010,5554068,16,187,1,8,3,21,5,69,4,59,1,11,0,0,2,19
2010,5558004,11,121,3,4,3,19,4,31,1,39,0,5,0,2,0,21
2010,5558008,1,93,0,1,0,6,1,31,0,33,0,4,0,0,0,18
2010,5558012,26,258,0,9,9,38,11,81,5,93,0,9,0,0,1,28
2010,5558016,30,324,3,9,8,33,10,112,6,124,1,10,0,0,2,36
2010,5558020,2,90,0,0,0,8,1,25,0,35,0,6,0,0,1,16
2010,5558024,22,152,0,3,8,15,4,46,9,47,0,10,0,0,1,31
2010,5558028,4,63,1,2,2,9,1,25,0,14,0,3,0,0,0,10
2010,5558032,5,149,0,7,2,20,2,37,0,52,0,8,0,1,1,24
2010,5558036,4,64,2,4,0,4,1,25,0,20,0,1,0,0,1,10
2010,5558040,5,186,1,114,3,12,1,19,0,32,0,1,0,0,0,8
2010,5558044,12,136,0,4,1,16,5,42,5,50,0,3,0,1,1,20
2010,5562004,69,424,5,30,16,69,17,132,20,135,1,16,0,0,10,42
2010,5562008,38,227,4,21,6,31,14,76,12,70,0,7,0,0,2,22
2010,5562012,57,499,3,28,15,78,13,151,15,151,1,24,0,1,10,66
2010,5562014,153,537,10,137,35,82,64,135,31,117,3,22,0,0,10,44
2010,5562016,19,244,1,5,4,26,2,66,5,88,2,8,0,0,5,51
2010,5562020,123,347,8,25,41,69,32,99,27,107,5,11,0,2,10,34
2010,5562024,128,592,9,145,35,98,36,148,34,134,5,17,0,0,9,50
2010,5562028,44,180,0,12,10,43,17,51,10,51,1,3,1,1,5,19
2010,5562032,214,705,9,38,54,115,67,216,59,218,6,29,0,1,19,88
2010,5562036,24,178,2,12,5,21,10,56,2,62,0,7,0,0,5,20
2010,5566004,8,75,0,2,2,4,3,26,3,22,0,6,0,0,0,15
2010,5566008,49,229,4,5,17,26,16,71,7,82,1,11,0,1,4,33
2010,5566012,50,287,1,15,13,44,16,87,13,94,2,13,0,1,5,33
2010,5566016,13,153,3,4,2,22,3,42,3,53,1,2,0,0,1,30
2010,5566020,5,74,1,1,1,6,1,16,2,26,0,1,0,1,0,23
2010,5566024,9,42,2,1,3,5,1,16,2,15,0,0,0,0,1,5
2010,5566028,62,414,5,33,12,70,26,118,15,129,2,12,0,0,2,52
2010,5566032,7,37,0,3,3,3,3,14,1,12,0,1,0,0,0,4
2010,5566036,5,59,1,3,1,12,2,11,1,23,0,3,0,0,0,7
2010,5566040,25,159,1,6,8,27,8,61,5,41,2,5,0,0,1,19
2010,5566044,4,72,0,2,1,10,3,21,0,23,0,3,0,0,0,13
2010,5566048,19,104,2,7,6,20,3,34,6,27,0,2,0,1,2,13
2010,5566052,3,52,0,3,0,6,2,20,0,14,1,3,0,0,0,6
2010,5566056,9,76,1,1,2,8,3,24,3,32,0,1,0,0,0,10
2010,5566060,20,88,4,1,1,13,6,28,4,26,2,7,0,0,3,13
2010,5566064,12,58,1,0,4,9,3,21,2,17,1,2,0,0,1,9
2010,5566068,17,152,0,7,5,25,3,50,8,52,0,5,0,0,1,13
2010,5566072,7,76,2,3,0,9,1,19,3,34,1,4,0,0,0,7
2010,5566076,81,572,7,39,17,93,22,159,21,167,2,27,0,1,12,86
2010,5566080,6,65,1,1,1,9,2,21,2,22,0,1,0,0,0,11
2010,5566084,32,232,3,10,9,54,3,65,12,61,1,6,0,0,4,36
2010,5566088,3,57,0,1,1,4,2,14,0,28,0,3,0,0,0,7
2010,5566092,8,172,1,111,3,10,3,21,1,21,0,2,0,0,0,7
2010,5566096,7,64,0,2,4,4,1,21,1,28,0,2,0,0,1,7
2010,5570004,106,342,7,20,28,80,32,110,28,88,1,10,0,0,10,34
2010,5570008,51,230,3,14,8,41,12,73,15,68,5,9,0,0,8,25
2010,5570012,8,48,0,2,1,7,3,15,2,14,0,3,0,0,2,7
2010,5570016,10,137,0,1,2,19,4,29,3,58,0,9,0,0,1,21
2010,5570020,12,142,0,9,2,21,4,50,4,41,0,4,0,0,2,17
2010,5570024,4,66,0,3,0,7,1,20,2,21,0,3,0,0,1,12
2010,5570028,24,184,1,7,8,27,4,59,7,60,1,4,0,0,3,27
2010,5570032,11,98,1,5,2,16,1,21,4,36,0,4,0,0,3,16
2010,5570036,13,107,0,2,5,12,4,42,3,39,0,2,0,0,1,10
2010,5570040,16,99,0,2,4,9,6,35,5,31,1,5,0,0,0,17
2010,5570044,12,137,0,4,2,13,3,40,7,40,0,11,0,0,0,29
2010,5570048,7,98,2,5,0,11,0,26,4,31,0,9,0,0,1,16
2010,5570052,34,254,2,7,7,30,7,82,10,90,2,13,0,0,6,32
2010,5711000,819,2304,51,82,172,385,292,710,205,661,18,122,2,8,79,336
2010,5754004,7,64,0,4,3,5,2,18,2,21,0,5,0,0,0,11
2010,5754008,179,715,12,24,44,115,69,235,33,201,9,36,0,1,12,103
2010,5754012,12,148,1,2,0,32,5,38,4,47,1,11,0,0,1,18
2010,5754016,43,186,1,6,12,33,11,56,11,52,2,9,0,0,6,30
2010,5754020,8,119,0,1,1,14,6,44,1,40,0,4,0,1,0,15
2010,5754024,5,48,0,0,2,6,2,18,0,16,0,4,0,0,1,4
2010,5754028,90,305,5,14,17,34,34,111,20,97,4,12,0,0,10,37
2010,5754032,29,258,1,12,8,41,9,80,10,89,0,12,0,1,1,23
2010,5754036,31,214,2,12,4,30,11,75,9,59,0,6,0,0,5,32
2010,5754040,25,145,1,5,4,18,7,53,6,43,2,7,0,0,5,19
2010,5754044,26,202,0,5,6,30,14,63,2,62,2,6,0,0,2,36
2010,5754048,22,146,2,5,4,31,5,55,6,27,2,6,0,1,3,21
2010,5754052,12,76,0,2,2,7,1,26,6,27,0,2,0,0,3,12
2010,5758004,62,322,8,16,15,53,18,95,17,99,0,9,0,0,4,50
2010,5758008,10,142,0,7,0,15,5,46,4,41,0,8,0,0,1,25
2010,5758012,116,515,5,34,33,98,31,172,30,128,4,19,0,1,13,63
2010,5758016,12,127,1,0,3,24,2,46,2,35,1,10,0,0,3,12
2010,5758020,9,106,1,2,1,19,3,36,4,39,0,0,0,0,0,10
2010,5758024,38,297,1,21,10,45,9,104,13,87,1,6,0,2,4,32
2010,5758028,10,59,0,3,1,8,1,18,6,17,0,3,0,0,2,10
2010,5758032,7,100,0,0,1,25,3,31,3,23,0,2,0,0,0,19
2010,5758036,8,147,0,3,2,24,3,51,0,41,1,10,0,0,2,18
2010,5762004,9,105,1,7,2,17,5,37,1,28,0,4,0,0,0,12
2010,5762008,8,112,0,7,0,21,3,40,4,27,0,1,0,1,1,15
2010,5762012,5,56,0,1,0,10,0,15,3,18,1,4,0,0,1,8
2010,5762016,6,147,0,10,1,33,0,57,5,30,0,6,0,0,0,11
2010,5762020,8,212,1,15,0,27,4,73,3,64,0,6,0,0,0,27
2010,5762024,2,38,1,0,0,7,0,7,0,18,0,0,0,0,1,6
2010,5762028,7,49,0,1,2,8,4,19,1,11,0,2,0,0,0,8
2010,5762032,12,83,0,4,4,10,3,25,1,29,0,3,0,0,4,12
2010,5762036,10,160,0,11,2,32,5,46,2,45,0,3,0,1,1,22
2010,5762040,4,182,1,114,1,19,0,23,2,19,0,1,0,0,0,6
2010,5766004,8,112,0,8,3,28,3,40,1,24,0,5,0,0,1,7
2010,5766008,80,347,3,9,18,71,24,129,23,87,1,15,0,1,11,35
2010,5766012,6,57,1,5,1,19,2,14,1,9,0,3,0,0,1,7
2010,5766016,11,129,1,5,4,28,3,38,2,35,0,5,0,1,1,17
2010,5766020,83,574,1,40,25,153,28,161,18,133,0,26,0,0,11,61
2010,5766024,2,55,0,3,0,9,2,22,0,13,0,4,0,0,0,4
2010,5766028,4,77,0,4,2,17,0,23,1,20,0,4,0,1,1,8
2010,5766032,21,107,3,5,4,21,7,38,2,25,2,5,0,0,3,13
2010,5766036,10,109,1,5,5,30,0,28,1,28,0,6,0,1,3,11
2010,5766040,29,311,1,15,11,81,6,101,6,68,1,12,0,1,4,33
2010,5766044,28,307,1,17,5,66,8,104,9,88,0,7,0,0,5,25
2010,5766048,8,111,0,1,2,18,2,40,4,34,0,2,0,1,0,15
2010,5766052,5,83,0,4,1,12,1,34,2,24,0,0,0,0,1,9
2010,5766056,17,134,3,3,4,21,1,37,7,44,2,11,0,0,0,18
2010,5766060,2,74,1,3,0,16,1,24,0,21,0,2,0,0,0,8
2010,5766064,9,51,0,1,1,9,2,18,4,13,0,5,0,0,2,5
2010,5770004,72,351,2,11,23,63,23,121,13,96,4,15,0,0,7,45
2010,5770008,24,237,1,19,6,64,13,87,2,41,1,7,0,0,1,19
2010,5770012,5,124,0,7,0,17,3,27,1,41,0,9,0,0,1,23
2010,5770016,3,116,0,4,0,32,1,26,1,30,0,5,0,2,1,17
2010,5770020,26,195,0,10,4,45,11,66,7,51,1,5,0,1,3,17
2010,5770024,109,577,6,52,37,136,22,166,28,140,1,22,1,1,14,60
2010,5770028,12,162,1,8,1,26,6,47,3,50,0,6,0,1,1,24
2010,5770032,24,253,0,14,8,46,5,82,8,70,0,5,0,0,3,36
2010,5770036,4,116,0,8,1,19,2,50,0,24,1,4,0,0,0,11
2010,5770040,5,124,0,5,1,28,1,53,2,25,0,7,0,0,1,6
2010,5770044,4,80,1,4,0,9,2,27,0,25,0,1,1,0,0,14
2010,5774004,9,65,1,4,2,8,5,21,1,15,0,2,0,0,0,15
2010,5774008,33,101,2,3,7,19,15,38,7,28,2,3,0,0,0,10
2010,5774012,8,118,0,2,1,11,4,41,2,37,1,6,0,0,0,21
2010,5774016,5,173,0,7,3,22,1,63,1,58,0,5,0,1,0,17
2010,5774020,25,265,0,9,6,40,10,98,5,88,2,2,0,0,2,28
2010,5774024,11,129,0,3,0,21,4,42,5,40,2,4,0,0,0,19
2010,5774028,5,75,0,4,1,10,1,28,1,23,1,5,0,0,1,5
2010,5774032,235,1152,9,58,56,181,79,403,55,326,11,37,0,1,25,146
2010,5774036,17,217,2,6,4,30,3,65,7,74,1,7,0,0,0,35
2010,5774040,4,103,1,5,0,13,1,33,2,41,0,3,0,1,0,7
2010,5911000,587,2131,23,108,134,322,212,648,145,676,17,120,0,5,56,252
2010,5913000,1435,3689,184,329,293,651,434,1097,323,1008,44,146,3,6,154,452
2010,5914000,408,1105,17,74,99,235,145,375,98,291,11,32,0,0,38,98
2010,5915000,358,1156,24,81,87,249,112,351,86,311,6,30,1,0,42,134
2010,5916000,324,862,19,64,87,183,113,292,82,214,7,34,0,0,16,75
2010,5954004,1,49,0,2,0,5,1,21,0,13,0,0,0,0,0,8
2010,5954008,48,171,2,13,9,38,15,55,16,38,1,6,0,0,5,21
2010,5954012,46,181,3,13,11,23,21,57,10,53,0,11,0,1,1,23
2010,5954016,70,303,4,13,10,46,17,110,24,85,2,15,0,1,13,33
2010,5954020,23,143,2,4,3,18,9,36,5,47,2,13,0,0,2,25
2010,5954024,44,185,0,7,10,32,14,76,15,42,0,8,0,0,5,20
2010,5954028,17,140,0,5,1,9,8,45,7,46,0,5,0,0,1,30
2010,5954032,19,161,2,5,3,28,11,51,2,48,1,7,0,1,0,21
2010,5954036,138,593,5,38,30,82,36,174,38,195,10,28,0,3,19,73
2010,5958004,88,485,9,31,24,74,32,151,14,150,0,15,0,0,9,64
2010,5958008,17,83,1,2,2,13,9,29,3,26,2,4,0,0,0,9
2010,5958012,19,170,1,12,8,26,7,56,1,56,2,7,0,0,0,13
2010,5958016,9,79,1,0,1,11,3,26,3,30,0,4,0,0,1,8
2010,5958020,3,36,0,0,0,4,1,11,2,16,0,0,0,0,0,5
2010,5958024,13,116,1,2,1,11,6,36,4,47,0,5,0,0,1,15
2010,5958028,3,65,0,4,1,11,0,26,1,20,1,1,0,0,0,3
2010,5958032,43,190,3,8,10,42,16,53,8,64,1,3,0,0,5,20
2010,5958036,14,82,1,8,3,8,4,30,2,25,1,3,0,0,3,8
2010,5958040,17,192,2,2,1,27,5,53,6,76,0,8,0,1,3,25
2010,5958044,29,183,2,8,7,24,8,72,5,50,1,6,0,0,6,23
2010,5958048,4,80,0,3,1,21,3,22,0,18,0,5,0,0,0,11
2010,5962004,17,87,1,5,6,21,2,32,4,15,0,4,0,0,4,10
2010,5962008,6,81,0,7,1,10,3,23,1,30,0,1,0,0,1,10
2010,5962012,29,96,2,6,9,23,8,37,4,19,1,3,0,0,5,8
2010,5962016,128,238,7,21,31,52,46,88,27,41,4,3,0,1,13,32
2010,5962020,6,42,1,1,1,8,3,19,1,8,0,1,0,0,0,5
2010,5962024,185,556,4,46,47,118,58,164,51,155,11,20,0,1,14,52
2010,5962028,19,152,1,10,3,34,9,57,6,31,0,4,0,3,0,13
2010,5962032,194,408,10,26,54,76,61,146,43,105,10,10,0,0,16,45
2010,5962036,27,132,0,6,8,22,9,51,7,30,0,5,2,0,1,18
2010,5962040,61,334,2,28,9,57,22,113,19,93,3,4,0,1,6,38
2010,5962044,4,42,0,3,0,7,0,18,1,10,1,0,0,0,2,4
2010,5962048,32,90,1,9,11,14,13,37,3,22,2,2,0,0,2,6
2010,5962052,51,153,1,15,9,31,24,46,14,34,1,7,0,0,2,20
2010,5962056,9,67,0,1,2,17,4,25,3,17,0,1,0,0,0,6
2010,5962060,62,107,5,10,11,24,25,34,17,25,1,5,1,0,2,9
2010,5966004,27,153,2,3,7,17,11,61,5,49,0,4,0,0,2,19
2010,5966008,11,77,0,6,0,5,4,30,6,21,0,2,0,0,1,13
2010,5966012,21,107,1,4,4,17,7,46,6,27,1,3,0,0,2,10
2010,5966016,14,84,0,4,7,6,4,33,1,29,0,1,0,0,2,11
2010,5966020,38,192,3,9,8,24,11,65,11,66,0,9,0,0,5,19
2010,5966024,33,183,3,9,10,34,13,65,6,56,0,4,0,0,1,15
2010,5966028,22,159,0,1,7,25,7,61,3,53,1,3,0,0,4,16
2010,5970004,12,151,0,6,5,28,1,54,6,43,0,7,0,0,0,13
2010,5970008,19,100,1,4,6,19,8,45,2,25,2,1,0,0,0,6
2010,5970012,4,51,0,2,0,9,2,14,1,19,0,2,0,0,1,5
2010,5970016,6,126,0,2,1,29,3,36,1,41,0,3,0,0,1,15
2010,5970020,5,76,0,4,1,8,1,33,2,20,0,1,0,0,1,10
2010,5970024,45,208,2,11,17,37,10,71,10,56,0,6,0,1,6,26
2010,5970028,2,101,0,3,1,16,1,40,0,26,0,4,0,0,0,12
2010,5970032,27,145,1,3,2,19,14,50,6,46,3,5,0,0,1,22
2010,5970036,24,87,1,3,8,23,6,27,7,27,0,2,0,0,2,5
2010,5970040,199,687,11,33,59,124,59,260,49,185,6,22,0,1,15,62
2010,5970044,10,174,1,6,1,29,6,73,1,49,0,2,0,0,1,15
2010,5974004,8,69,0,4,3,8,1,25,4,25,0,2,0,0,0,5
2010,5974008,6,60,0,4,2,6,2,17,1,24,0,1,0,0,1,8
2010,5974012,1,69,0,0,0,10,0,26,1,22,0,1,0,0,0,10
2010,5974016,8,119,0,5,0,10,1,41,7,42,0,2,0,0,0,19
2010,5974020,26,133,1,4,2,25,12,31,5,43,2,9,0,0,4,21
2010,5974024,5,90,0,5,1,9,2,23,2,37,0,2,0,0,0,14
2010,5974028,102,468,8,26,24,83,31,135,26,141,4,15,0,1,9,67
2010,5974032,5,83,0,5,0,5,2,31,3,33,0,2,0,0,0,7
2010,5974036,4,64,0,3,1,9,1,23,2,23,0,0,0,0,0,6
2010,5974040,59,378,2,27,12,70,16,115,20,118,1,13,1,0,7,35
2010,5974044,12,166,2,7,3,27,2,53,3,46,2,9,0,1,0,23
2010,5974048,11,70,1,2,1,12,2,20,3,24,0,3,0,0,4,9
2010,5974052,41,200,2,16,13,48,8,57,11,58,1,3,1,1,5,17
2010,5974056,12,72,0,1,2,14,5,30,3,19,0,0,0,1,2,7
2010,5978004,78,420,8,130,23,76,16,105,22,72,1,5,0,0,8,32
2010,5978008,21,98,0,10,6,18,7,38,6,24,1,1,0,0,1,7
2010,5978012,9,127,0,9,4,19,3,44,2,34,0,3,0,0,0,18
2010,5978016,15,90,0,4,2,13,5,26,6,29,0,6,0,0,2,12
2010,5978020,53,243,2,15,15,52,18,74,15,74,1,7,0,0,2,21
2010,5978024,132,532,10,25,24,126,55,173,26,136,2,22,0,2,15,48
2010,5978028,51,281,2,19,7,35,17,79,17,83,2,19,0,2,6,44
2010,5978032,19,185,0,13,13,39,2,51,2,55,0,7,0,0,2,20
2010,5978036,62,393,4,10,16,55,18,136,15,119,3,12,0,2,6,59
2010,5978040,23,182,1,8,5,26,6,65,9,55,1,4,0,0,1,24
2011,5111000,3109,7166,138,783,582,1007,963,1721,896,2227,119,352,5,17,406,1059
2011,5113000,1185,3636,74,404,271,581,376,981,295,1060,48,156,0,8,121,446
2011,5114000,359,1356,19,85,68,251,125,392,92,384,14,53,0,0,41,191
2011,5116000,442,1664,22,243,104,314,148,464,100,447,17,37,0,4,51,155
2011,5117000,356,956,26,34,78,126,97,269,87,326,13,61,0,3,55,137
2011,5119000,420,1252,30,183,98,209,145,348,100,369,20,34,1,1,26,108
2011,5120000,213,628,7,29,46,122,75,199,62,191,5,25,0,1,18,61
2011,5122000,261,1256,11,386,60,158,88,280,78,279,5,41,0,2,19,110
2011,5124000,864,2022,56,118,174,387,289,580,227,594,24,81,7,2,87,260
2011,5154004,12,83,2,5,0,6,2,26,2,36,0,3,0,0,6,7
2011,5154008,62,175,6,10,12,40,23,55,10,43,1,6,0,1,10,20
2011,5154012,30,221,3,10,3,31,9,66,7,75,1,7,0,2,7,30
2011,5154016,43,226,2,13,6,37,13,71,16,78,2,8,0,1,4,18
2011,5154020,5,83,0,3,1,13,1,30,2,26,0,2,0,0,1,9
2011,5154024,7,109,1,8,1,19,1,26,4,42,0,3,0,1,0,10
2011,5154028,6,77,0,3,1,3,2,27,2,37,0,2,0,0,1,5
2011,5154032,29,206,1,11,5,30,11,64,8,71,3,7,0,0,1,23
2011,5154036,90,302,6,26,20,58,28,96,14,87,5,12,0,0,17,23
2011,5154040,21,42,0,2,4,4,6,15,8,14,0,4,0,0,3,3
2011,5154044,9,246,0,118,3,25,4,54,0,33,0,5,0,0,2,11
2011,5154048,2,48,0,1,0,4,1,17,0,19,0,1,0,0,1,6
2011,5154052,18,97,1,2,3,13,9,26,5,41,0,4,0,0,0,11
2011,5154056,5,53,0,1,2,12,1,16,1,12,0,2,0,0,1,10
2011,5154060,6,44,0,2,1,1,3,18,1,11,1,2,0,0,0,10
2011,5154064,17,73,0,8,4,9,7,25,3,17,2,2,0,0,1,12
2011,5158004,78,223,6,13,14,28,27,84,22,62,2,10,0,1,7,25
2011,5158008,39,185,1,3,6,22,9,55,15,68,1,12,0,0,7,25
2011,5158012,52,138,0,1,13,24,17,48,12,41,0,3,1,1,9,20
2011,5158016,94,350,3,7,16,43,20,100,36,138,5,13,0,0,14,49
2011,5158020,76,352,2,6,18,43,18,93,22,147,3,17,0,2,13,44
2011,5158024,51,214,1,4,13,35,11,66,14,54,3,13,0,0,9,42
2011,5158026,72,254,4,14,13,40,22,75,21,79,1,12,0,2,11,32
2011,5158028,130,550,4,15,26,59,40,144,33,194,7,34,0,1,20,103
2011,5158032,139,575,4,135,31,66,42,148,36,135,5,19,1,1,20,71
2011,5158036,24,109,1,5,5,22,8,26,9,36,1,6,0,0,0,14
2011,5162004,79,352,2,15,12,53,29,107,29,101,0,14,0,1,7,61
2011,5162008,105,393,7,15,30,49,28,129,28,123,5,16,0,0,7,61
2011,5162012,11,158,0,5,4,21,4,56,2,53,0,5,0,0,1,18
2011,5162016,50,263,1,6,11,24,15,76,14,96,1,15,0,0,8,46
2011,5162020,22,211,1,1,4,12,3,50,7,94,2,12,0,0,5,42
2011,5162022,81,349,1,8,16,19,21,85,26,136,3,30,0,0,14,71
2011,5162024,356,1100,6,161,60,154,103,274,118,321,15,50,2,3,52,137
2011,5162028,5,90,0,4,1,9,2,23,2,35,0,6,0,0,0,13
2011,5166004,16,96,1,6,3,10,3,37,4,27,2,3,0,0,3,13
2011,5166008,11,66,0,5,5,10,2,21,1,19,0,6,0,0,3,5
2011,5166012,30,217,1,11,4,22,11,62,11,86,0,7,0,0,3,29
2011,5166016,57,253,3,16,8,34,18,76,19,101,1,7,0,0,8,19
2011,5166020,15,78,2,3,1,12,7,21,1,28,2,3,0,0,2,11
2011,5166024,13,119,0,7,1,16,3,35,4,35,0,10,0,0,5,16
2011,5166028,34,178,1,7,6,35,11,54,9,49,1,13,1,1,5,19
2011,5166032,76,601,6,149,15,105,21,158,21,118,3,14,0,1,10,56
2011,5166036,43,297,3,10,9,35,15,95,10,93,0,14,0,0,6,50
2011,5170004,3,81,0,1,1,9,0,29,1,27,0,4,0,0,1,11
2011,5170008,91,409,5,21,23,73,29,129,27,138,2,13,0,1,5,34
2011,5170012,4,197,0,5,1,22,0,71,1,66,0,9,0,0,2,24
2011,5170016,2,83,0,1,0,8,1,20,1,32,0,9,0,0,0,13
2011,5170020,59,217,2,12,11,42,25,77,14,55,2,12,0,1,5,18
2011,5170024,145,618,8,32,25,96,56,197,36,193,4,29,1,1,15,70
2011,5170028,25,157,0,6,7,26,8,50,8,53,0,7,0,0,2,15
2011,5170032,28,181,4,3,3,29,11,51,9,64,1,7,0,1,0,26
2011,5170036,10,80,0,0,2,3,3,29,4,29,0,5,0,0,1,14
2011,5170040,3,56,0,2,1,5,1,26,1,16,0,2,0,0,0,5
2011,5170044,25,214,0,9,0,47,10,69,8,60,1,3,0,2,6,24
2011,5170048,76,408,3,29,19,82,22,110,16,115,2,14,0,0,14,58
2011,5170052,8,125,0,3,2,19,1,39,4,42,0,7,0,0,1,15
2011,5313000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5314000,900,2409,26,66,158,247,271,589,278,897,39,147,5,9,123,454
2011,5315000,2776,7743,120,541,523,778,878,1694,798,2880,91,442,5,21,361,1387
2011,5316000,372,967,5,51,79,150,119,326,121,301,11,42,0,1,37,96
2011,5334002,593,1458,28,51,96,171,190,416,164,520,24,95,2,8,89,197
2011,5334004,65,284,5,26,12,78,21,80,22,68,4,12,0,0,1,20
2011,5334008,47,158,2,10,8,24,14,66,15,40,1,1,0,0,7,17
2011,5334012,96,326,4,21,21,60,31,98,23,106,4,12,0,0,13,29
2011,5334016,59,317,3,18,12,55,24,89,7,92,1,21,0,0,12,42
2011,5334020,6,72,0,2,0,13,2,25,3,28,0,1,0,0,1,3
2011,5334024,7,47,0,2,1,2,3,9,3,24,0,1,0,0,0,9
2011,5334028,6,79,1,3,0,2,1,25,3,33,0,2,0,1,1,13
2011,5334032,113,348,7,27,23,82,30,96,30,98,3,10,0,0,20,35
